source,target,weight,abs_weight,Source_names,Target_names
Succinate,SBEII (OG0009698::H2_transcript),1.0,1.0,Succinate,SBEII (OG0009698::H2_transcript)
BGAL1 (OG0000198::H2_transcript),NA,1.0,1.0,BGAL1 (OG0000198::H2_transcript),NA
ACO1 (OG0001386::H2_transcript),NA,1.0,1.0,ACO1 (OG0001386::H2_transcript),NA
MD1 (OG0001880::H2_transcript),NA,1.0,1.0,MD1 (OG0001880::H2_transcript),NA
TFIIB2 (OG0001924::H1_transcript),NA,1.0,1.0,TFIIB2 (OG0001924::H1_transcript),NA
RFS1 (OG0002029::H1_transcript),NA,1.0,1.0,RFS1 (OG0002029::H1_transcript),NA
RBCS (OG0002035::H1_transcript),NA,1.0,1.0,RBCS (OG0002035::H1_transcript),NA
GDCST (OG0003754::H2_transcript),NA,1.0,1.0,GDCST (OG0003754::H2_transcript),NA
WAXY (OG0003871::H1_transcript),NA,1.0,1.0,WAXY (OG0003871::H1_transcript),NA
CTIMC (OG0003945::H1_transcript),NA,1.0,1.0,CTIMC (OG0003945::H1_transcript),NA
DJ1D (OG0007013::H2_transcript),NA,1.0,1.0,DJ1D (OG0007013::H2_transcript),NA
ADHIII (OG0008025::H2_transcript),NA,1.0,1.0,ADHIII (OG0008025::H2_transcript),NA
PHO1 (OG0004814::H1_transcript),NA,1.0,1.0,PHO1 (OG0004814::H1_transcript),NA
BAM1 (OG0004988::H1_transcript),NA,1.0,1.0,BAM1 (OG0004988::H1_transcript),NA
PIF1 (OG0006099::H2_transcript),NA,1.0,1.0,PIF1 (OG0006099::H2_transcript),NA
GWD3 (OG0007193::H1_transcript),NA,1.0,1.0,GWD3 (OG0007193::H1_transcript),NA
SS2 (OG0008186::H2_transcript),NA,1.0,1.0,SS2 (OG0008186::H2_transcript),NA
GAPC (OG0000484::H2_protein),NA,1.0,1.0,GAPC (OG0000484::H2_protein),NA
At4g37840 (OG0001227::H2_protein),NA,1.0,1.0,At4g37840 (OG0001227::H2_protein),NA
IPMS2 (OG0002400::H1_protein),NA,1.0,1.0,IPMS2 (OG0002400::H1_protein),NA
PCK1 (OG0002610::H1_protein),NA,1.0,1.0,PCK1 (OG0002610::H1_protein),NA
KAT1 (OG0002639::H2_protein),NA,1.0,1.0,KAT1 (OG0002639::H2_protein),NA
At3g47520 (OG0004070::H2_protein),NA,1.0,1.0,At3g47520 (OG0004070::H2_protein),NA
PGI1 (OG0005360::H2_protein),NA,1.0,1.0,PGI1 (OG0005360::H2_protein),NA
GAPA (OG0006112::H2_protein),NA,1.0,1.0,GAPA (OG0006112::H2_protein),NA
PCK1 (OG0002610::H2_protein),NA,1.0,1.0,PCK1 (OG0002610::H2_protein),NA
Asparagine,NA,1.0,1.0,Asparagine,NA
Putresceine,NA,1.0,1.0,Putresceine,NA
Succinate,NA,1.0,1.0,Succinate,NA
BGAL1 (OG0000198::H2_transcript),NA,1.0,1.0,BGAL1 (OG0000198::H2_transcript),NA
ACO1 (OG0001386::H2_transcript),NA,1.0,1.0,ACO1 (OG0001386::H2_transcript),NA
MD1 (OG0001880::H2_transcript),NA,1.0,1.0,MD1 (OG0001880::H2_transcript),NA
TFIIB2 (OG0001924::H1_transcript),NA,1.0,1.0,TFIIB2 (OG0001924::H1_transcript),NA
RFS1 (OG0002029::H1_transcript),NA,1.0,1.0,RFS1 (OG0002029::H1_transcript),NA
RBCS (OG0002035::H1_transcript),NA,1.0,1.0,RBCS (OG0002035::H1_transcript),NA
GDCST (OG0003754::H2_transcript),NA,1.0,1.0,GDCST (OG0003754::H2_transcript),NA
WAXY (OG0003871::H1_transcript),NA,1.0,1.0,WAXY (OG0003871::H1_transcript),NA
CTIMC (OG0003945::H1_transcript),NA,1.0,1.0,CTIMC (OG0003945::H1_transcript),NA
DJ1D (OG0007013::H2_transcript),NA,1.0,1.0,DJ1D (OG0007013::H2_transcript),NA
ADHIII (OG0008025::H2_transcript),NA,1.0,1.0,ADHIII (OG0008025::H2_transcript),NA
PHO1 (OG0004814::H1_transcript),NA,1.0,1.0,PHO1 (OG0004814::H1_transcript),NA
BAM1 (OG0004988::H1_transcript),NA,1.0,1.0,BAM1 (OG0004988::H1_transcript),NA
PIF1 (OG0006099::H2_transcript),NA,1.0,1.0,PIF1 (OG0006099::H2_transcript),NA
GWD3 (OG0007193::H1_transcript),NA,1.0,1.0,GWD3 (OG0007193::H1_transcript),NA
SS2 (OG0008186::H2_transcript),NA,1.0,1.0,SS2 (OG0008186::H2_transcript),NA
GAPC (OG0000484::H2_protein),NA,1.0,1.0,GAPC (OG0000484::H2_protein),NA
IPMS2 (OG0002400::H1_protein),NA,1.0,1.0,IPMS2 (OG0002400::H1_protein),NA
PCK1 (OG0002610::H1_protein),NA,1.0,1.0,PCK1 (OG0002610::H1_protein),NA
KAT1 (OG0002639::H2_protein),NA,1.0,1.0,KAT1 (OG0002639::H2_protein),NA
At3g47520 (OG0004070::H2_protein),NA,1.0,1.0,At3g47520 (OG0004070::H2_protein),NA
PGI1 (OG0005360::H2_protein),NA,1.0,1.0,PGI1 (OG0005360::H2_protein),NA
GAPA (OG0006112::H2_protein),NA,1.0,1.0,GAPA (OG0006112::H2_protein),NA
PCK1 (OG0002610::H2_protein),NA,1.0,1.0,PCK1 (OG0002610::H2_protein),NA
Asparagine,NA,1.0,1.0,Asparagine,NA
Putresceine,NA,1.0,1.0,Putresceine,NA
Succinate,NA,1.0,1.0,Succinate,NA
MD1 (OG0001880::H2_transcript),PHO1 (OG0004814::H1_transcript),1.0,1.0,MD1 (OG0001880::H2_transcript),PHO1 (OG0004814::H1_transcript)
RBCS (OG0002035::H1_transcript),PHO1 (OG0004814::H1_transcript),1.0,1.0,RBCS (OG0002035::H1_transcript),PHO1 (OG0004814::H1_transcript)
GDCST (OG0003754::H2_transcript),PHO1 (OG0004814::H1_transcript),1.0,1.0,GDCST (OG0003754::H2_transcript),PHO1 (OG0004814::H1_transcript)
WAXY (OG0003871::H1_transcript),PHO1 (OG0004814::H1_transcript),1.0,1.0,WAXY (OG0003871::H1_transcript),PHO1 (OG0004814::H1_transcript)
CTIMC (OG0003945::H1_transcript),PHO1 (OG0004814::H1_transcript),1.0,1.0,CTIMC (OG0003945::H1_transcript),PHO1 (OG0004814::H1_transcript)
DJ1D (OG0007013::H2_transcript),PHO1 (OG0004814::H1_transcript),1.0,1.0,DJ1D (OG0007013::H2_transcript),PHO1 (OG0004814::H1_transcript)
NA,PHO1 (OG0004814::H1_transcript),1.0,1.0,NA,PHO1 (OG0004814::H1_transcript)
NA,PHO1 (OG0004814::H1_transcript),1.0,1.0,NA,PHO1 (OG0004814::H1_transcript)
SS2 (OG0008186::H2_transcript),PHO1 (OG0004814::H1_transcript),1.0,1.0,SS2 (OG0008186::H2_transcript),PHO1 (OG0004814::H1_transcript)
IPMS2 (OG0002400::H1_protein),PHO1 (OG0004814::H1_transcript),1.0,1.0,IPMS2 (OG0002400::H1_protein),PHO1 (OG0004814::H1_transcript)
PCK1 (OG0002610::H1_protein),PHO1 (OG0004814::H1_transcript),1.0,1.0,PCK1 (OG0002610::H1_protein),PHO1 (OG0004814::H1_transcript)
NA,PHO1 (OG0004814::H1_transcript),1.0,1.0,NA,PHO1 (OG0004814::H1_transcript)
PCK1 (OG0002610::H2_protein),PHO1 (OG0004814::H1_transcript),1.0,1.0,PCK1 (OG0002610::H2_protein),PHO1 (OG0004814::H1_transcript)
NA,PHO1 (OG0004814::H1_transcript),1.0,1.0,NA,PHO1 (OG0004814::H1_transcript)
Asparagine,PHO1 (OG0004814::H1_transcript),1.0,1.0,Asparagine,PHO1 (OG0004814::H1_transcript)
Putresceine,PHO1 (OG0004814::H1_transcript),1.0,1.0,Putresceine,PHO1 (OG0004814::H1_transcript)
Succinate,PHO1 (OG0004814::H1_transcript),1.0,1.0,Succinate,PHO1 (OG0004814::H1_transcript)
BGAL1 (OG0000198::H2_transcript),BAM1 (OG0004988::H1_transcript),1.0,1.0,BGAL1 (OG0000198::H2_transcript),BAM1 (OG0004988::H1_transcript)
ACO1 (OG0001386::H2_transcript),BAM1 (OG0004988::H1_transcript),1.0,1.0,ACO1 (OG0001386::H2_transcript),BAM1 (OG0004988::H1_transcript)
MD1 (OG0001880::H2_transcript),BAM1 (OG0004988::H1_transcript),1.0,1.0,MD1 (OG0001880::H2_transcript),BAM1 (OG0004988::H1_transcript)
TFIIB2 (OG0001924::H1_transcript),BAM1 (OG0004988::H1_transcript),1.0,1.0,TFIIB2 (OG0001924::H1_transcript),BAM1 (OG0004988::H1_transcript)
RFS1 (OG0002029::H1_transcript),BAM1 (OG0004988::H1_transcript),1.0,1.0,RFS1 (OG0002029::H1_transcript),BAM1 (OG0004988::H1_transcript)
RBCS (OG0002035::H1_transcript),BAM1 (OG0004988::H1_transcript),1.0,1.0,RBCS (OG0002035::H1_transcript),BAM1 (OG0004988::H1_transcript)
GDCST (OG0003754::H2_transcript),BAM1 (OG0004988::H1_transcript),1.0,1.0,GDCST (OG0003754::H2_transcript),BAM1 (OG0004988::H1_transcript)
WAXY (OG0003871::H1_transcript),BAM1 (OG0004988::H1_transcript),1.0,1.0,WAXY (OG0003871::H1_transcript),BAM1 (OG0004988::H1_transcript)
CTIMC (OG0003945::H1_transcript),BAM1 (OG0004988::H1_transcript),1.0,1.0,CTIMC (OG0003945::H1_transcript),BAM1 (OG0004988::H1_transcript)
DJ1D (OG0007013::H2_transcript),BAM1 (OG0004988::H1_transcript),1.0,1.0,DJ1D (OG0007013::H2_transcript),BAM1 (OG0004988::H1_transcript)
ADHIII (OG0008025::H2_transcript),BAM1 (OG0004988::H1_transcript),1.0,1.0,ADHIII (OG0008025::H2_transcript),BAM1 (OG0004988::H1_transcript)
NA,BAM1 (OG0004988::H1_transcript),1.0,1.0,NA,BAM1 (OG0004988::H1_transcript)
NA,BAM1 (OG0004988::H1_transcript),1.0,1.0,NA,BAM1 (OG0004988::H1_transcript)
PIF1 (OG0006099::H2_transcript),BAM1 (OG0004988::H1_transcript),1.0,1.0,PIF1 (OG0006099::H2_transcript),BAM1 (OG0004988::H1_transcript)
SS2 (OG0008186::H2_transcript),BAM1 (OG0004988::H1_transcript),1.0,1.0,SS2 (OG0008186::H2_transcript),BAM1 (OG0004988::H1_transcript)
GAPC (OG0000484::H2_protein),BAM1 (OG0004988::H1_transcript),1.0,1.0,GAPC (OG0000484::H2_protein),BAM1 (OG0004988::H1_transcript)
IPMS2 (OG0002400::H1_protein),BAM1 (OG0004988::H1_transcript),1.0,1.0,IPMS2 (OG0002400::H1_protein),BAM1 (OG0004988::H1_transcript)
PCK1 (OG0002610::H1_protein),BAM1 (OG0004988::H1_transcript),1.0,1.0,PCK1 (OG0002610::H1_protein),BAM1 (OG0004988::H1_transcript)
KAT1 (OG0002639::H2_protein),BAM1 (OG0004988::H1_transcript),1.0,1.0,KAT1 (OG0002639::H2_protein),BAM1 (OG0004988::H1_transcript)
At3g47520 (OG0004070::H2_protein),BAM1 (OG0004988::H1_transcript),1.0,1.0,At3g47520 (OG0004070::H2_protein),BAM1 (OG0004988::H1_transcript)
PGI1 (OG0005360::H2_protein),BAM1 (OG0004988::H1_transcript),1.0,1.0,PGI1 (OG0005360::H2_protein),BAM1 (OG0004988::H1_transcript)
GAPA (OG0006112::H2_protein),BAM1 (OG0004988::H1_transcript),1.0,1.0,GAPA (OG0006112::H2_protein),BAM1 (OG0004988::H1_transcript)
NA,BAM1 (OG0004988::H1_transcript),1.0,1.0,NA,BAM1 (OG0004988::H1_transcript)
PCK1 (OG0002610::H2_protein),BAM1 (OG0004988::H1_transcript),1.0,1.0,PCK1 (OG0002610::H2_protein),BAM1 (OG0004988::H1_transcript)
NA,BAM1 (OG0004988::H1_transcript),1.0,1.0,NA,BAM1 (OG0004988::H1_transcript)
NA,BAM1 (OG0004988::H1_transcript),1.0,1.0,NA,BAM1 (OG0004988::H1_transcript)
Asparagine,BAM1 (OG0004988::H1_transcript),1.0,1.0,Asparagine,BAM1 (OG0004988::H1_transcript)
Putresceine,BAM1 (OG0004988::H1_transcript),1.0,1.0,Putresceine,BAM1 (OG0004988::H1_transcript)
Succinate,BAM1 (OG0004988::H1_transcript),1.0,1.0,Succinate,BAM1 (OG0004988::H1_transcript)
BGAL1 (OG0000198::H2_transcript),PIF1 (OG0006099::H2_transcript),1.0,1.0,BGAL1 (OG0000198::H2_transcript),PIF1 (OG0006099::H2_transcript)
MD1 (OG0001880::H2_transcript),PIF1 (OG0006099::H2_transcript),1.0,1.0,MD1 (OG0001880::H2_transcript),PIF1 (OG0006099::H2_transcript)
TFIIB2 (OG0001924::H1_transcript),PIF1 (OG0006099::H2_transcript),1.0,1.0,TFIIB2 (OG0001924::H1_transcript),PIF1 (OG0006099::H2_transcript)
RFS1 (OG0002029::H1_transcript),PIF1 (OG0006099::H2_transcript),1.0,1.0,RFS1 (OG0002029::H1_transcript),PIF1 (OG0006099::H2_transcript)
RBCS (OG0002035::H1_transcript),PIF1 (OG0006099::H2_transcript),1.0,1.0,RBCS (OG0002035::H1_transcript),PIF1 (OG0006099::H2_transcript)
GDCST (OG0003754::H2_transcript),PIF1 (OG0006099::H2_transcript),1.0,1.0,GDCST (OG0003754::H2_transcript),PIF1 (OG0006099::H2_transcript)
WAXY (OG0003871::H1_transcript),PIF1 (OG0006099::H2_transcript),1.0,1.0,WAXY (OG0003871::H1_transcript),PIF1 (OG0006099::H2_transcript)
CTIMC (OG0003945::H1_transcript),PIF1 (OG0006099::H2_transcript),1.0,1.0,CTIMC (OG0003945::H1_transcript),PIF1 (OG0006099::H2_transcript)
DJ1D (OG0007013::H2_transcript),PIF1 (OG0006099::H2_transcript),1.0,1.0,DJ1D (OG0007013::H2_transcript),PIF1 (OG0006099::H2_transcript)
NA,PIF1 (OG0006099::H2_transcript),1.0,1.0,NA,PIF1 (OG0006099::H2_transcript)
NA,PIF1 (OG0006099::H2_transcript),1.0,1.0,NA,PIF1 (OG0006099::H2_transcript)
BAM1 (OG0004988::H1_transcript),PIF1 (OG0006099::H2_transcript),1.0,1.0,BAM1 (OG0004988::H1_transcript),PIF1 (OG0006099::H2_transcript)
SS2 (OG0008186::H2_transcript),PIF1 (OG0006099::H2_transcript),1.0,1.0,SS2 (OG0008186::H2_transcript),PIF1 (OG0006099::H2_transcript)
GAPC (OG0000484::H2_protein),PIF1 (OG0006099::H2_transcript),1.0,1.0,GAPC (OG0000484::H2_protein),PIF1 (OG0006099::H2_transcript)
IPMS2 (OG0002400::H1_protein),PIF1 (OG0006099::H2_transcript),1.0,1.0,IPMS2 (OG0002400::H1_protein),PIF1 (OG0006099::H2_transcript)
PCK1 (OG0002610::H1_protein),PIF1 (OG0006099::H2_transcript),1.0,1.0,PCK1 (OG0002610::H1_protein),PIF1 (OG0006099::H2_transcript)
PGI1 (OG0005360::H2_protein),PIF1 (OG0006099::H2_transcript),1.0,1.0,PGI1 (OG0005360::H2_protein),PIF1 (OG0006099::H2_transcript)
GAPA (OG0006112::H2_protein),PIF1 (OG0006099::H2_transcript),1.0,1.0,GAPA (OG0006112::H2_protein),PIF1 (OG0006099::H2_transcript)
NA,PIF1 (OG0006099::H2_transcript),1.0,1.0,NA,PIF1 (OG0006099::H2_transcript)
PCK1 (OG0002610::H2_protein),PIF1 (OG0006099::H2_transcript),1.0,1.0,PCK1 (OG0002610::H2_protein),PIF1 (OG0006099::H2_transcript)
NA,PIF1 (OG0006099::H2_transcript),1.0,1.0,NA,PIF1 (OG0006099::H2_transcript)
NA,PIF1 (OG0006099::H2_transcript),1.0,1.0,NA,PIF1 (OG0006099::H2_transcript)
Asparagine,PIF1 (OG0006099::H2_transcript),1.0,1.0,Asparagine,PIF1 (OG0006099::H2_transcript)
Putresceine,PIF1 (OG0006099::H2_transcript),1.0,1.0,Putresceine,PIF1 (OG0006099::H2_transcript)
Succinate,PIF1 (OG0006099::H2_transcript),1.0,1.0,Succinate,PIF1 (OG0006099::H2_transcript)
BGAL1 (OG0000198::H2_transcript),GWD3 (OG0007193::H1_transcript),1.0,1.0,BGAL1 (OG0000198::H2_transcript),GWD3 (OG0007193::H1_transcript)
MD1 (OG0001880::H2_transcript),GWD3 (OG0007193::H1_transcript),1.0,1.0,MD1 (OG0001880::H2_transcript),GWD3 (OG0007193::H1_transcript)
TFIIB2 (OG0001924::H1_transcript),GWD3 (OG0007193::H1_transcript),1.0,1.0,TFIIB2 (OG0001924::H1_transcript),GWD3 (OG0007193::H1_transcript)
RFS1 (OG0002029::H1_transcript),GWD3 (OG0007193::H1_transcript),1.0,1.0,RFS1 (OG0002029::H1_transcript),GWD3 (OG0007193::H1_transcript)
RBCS (OG0002035::H1_transcript),GWD3 (OG0007193::H1_transcript),1.0,1.0,RBCS (OG0002035::H1_transcript),GWD3 (OG0007193::H1_transcript)
GDCST (OG0003754::H2_transcript),GWD3 (OG0007193::H1_transcript),1.0,1.0,GDCST (OG0003754::H2_transcript),GWD3 (OG0007193::H1_transcript)
WAXY (OG0003871::H1_transcript),GWD3 (OG0007193::H1_transcript),1.0,1.0,WAXY (OG0003871::H1_transcript),GWD3 (OG0007193::H1_transcript)
CTIMC (OG0003945::H1_transcript),GWD3 (OG0007193::H1_transcript),1.0,1.0,CTIMC (OG0003945::H1_transcript),GWD3 (OG0007193::H1_transcript)
DJ1D (OG0007013::H2_transcript),GWD3 (OG0007193::H1_transcript),1.0,1.0,DJ1D (OG0007013::H2_transcript),GWD3 (OG0007193::H1_transcript)
NA,GWD3 (OG0007193::H1_transcript),1.0,1.0,NA,GWD3 (OG0007193::H1_transcript)
NA,GWD3 (OG0007193::H1_transcript),1.0,1.0,NA,GWD3 (OG0007193::H1_transcript)
SS2 (OG0008186::H2_transcript),GWD3 (OG0007193::H1_transcript),1.0,1.0,SS2 (OG0008186::H2_transcript),GWD3 (OG0007193::H1_transcript)
IPMS2 (OG0002400::H1_protein),GWD3 (OG0007193::H1_transcript),1.0,1.0,IPMS2 (OG0002400::H1_protein),GWD3 (OG0007193::H1_transcript)
PCK1 (OG0002610::H1_protein),GWD3 (OG0007193::H1_transcript),1.0,1.0,PCK1 (OG0002610::H1_protein),GWD3 (OG0007193::H1_transcript)
KAT1 (OG0002639::H2_protein),GWD3 (OG0007193::H1_transcript),1.0,1.0,KAT1 (OG0002639::H2_protein),GWD3 (OG0007193::H1_transcript)
NA,GWD3 (OG0007193::H1_transcript),1.0,1.0,NA,GWD3 (OG0007193::H1_transcript)
PCK1 (OG0002610::H2_protein),GWD3 (OG0007193::H1_transcript),1.0,1.0,PCK1 (OG0002610::H2_protein),GWD3 (OG0007193::H1_transcript)
NA,GWD3 (OG0007193::H1_transcript),1.0,1.0,NA,GWD3 (OG0007193::H1_transcript)
NA,GWD3 (OG0007193::H1_transcript),1.0,1.0,NA,GWD3 (OG0007193::H1_transcript)
Asparagine,GWD3 (OG0007193::H1_transcript),1.0,1.0,Asparagine,GWD3 (OG0007193::H1_transcript)
Putresceine,GWD3 (OG0007193::H1_transcript),1.0,1.0,Putresceine,GWD3 (OG0007193::H1_transcript)
Succinate,GWD3 (OG0007193::H1_transcript),1.0,1.0,Succinate,GWD3 (OG0007193::H1_transcript)
BGAL1 (OG0000198::H2_transcript),SS2 (OG0008186::H2_transcript),1.0,1.0,BGAL1 (OG0000198::H2_transcript),SS2 (OG0008186::H2_transcript)
ACO1 (OG0001386::H2_transcript),SS2 (OG0008186::H2_transcript),1.0,1.0,ACO1 (OG0001386::H2_transcript),SS2 (OG0008186::H2_transcript)
MD1 (OG0001880::H2_transcript),SS2 (OG0008186::H2_transcript),1.0,1.0,MD1 (OG0001880::H2_transcript),SS2 (OG0008186::H2_transcript)
TFIIB2 (OG0001924::H1_transcript),SS2 (OG0008186::H2_transcript),1.0,1.0,TFIIB2 (OG0001924::H1_transcript),SS2 (OG0008186::H2_transcript)
RFS1 (OG0002029::H1_transcript),SS2 (OG0008186::H2_transcript),1.0,1.0,RFS1 (OG0002029::H1_transcript),SS2 (OG0008186::H2_transcript)
RBCS (OG0002035::H1_transcript),SS2 (OG0008186::H2_transcript),1.0,1.0,RBCS (OG0002035::H1_transcript),SS2 (OG0008186::H2_transcript)
GDCST (OG0003754::H2_transcript),SS2 (OG0008186::H2_transcript),1.0,1.0,GDCST (OG0003754::H2_transcript),SS2 (OG0008186::H2_transcript)
WAXY (OG0003871::H1_transcript),SS2 (OG0008186::H2_transcript),1.0,1.0,WAXY (OG0003871::H1_transcript),SS2 (OG0008186::H2_transcript)
CTIMC (OG0003945::H1_transcript),SS2 (OG0008186::H2_transcript),1.0,1.0,CTIMC (OG0003945::H1_transcript),SS2 (OG0008186::H2_transcript)
GWD3 (OG0004784::H2_transcript),SS2 (OG0008186::H2_transcript),1.0,1.0,GWD3 (OG0004784::H2_transcript),SS2 (OG0008186::H2_transcript)
DJ1D (OG0007013::H2_transcript),SS2 (OG0008186::H2_transcript),1.0,1.0,DJ1D (OG0007013::H2_transcript),SS2 (OG0008186::H2_transcript)
ADHIII (OG0008025::H2_transcript),SS2 (OG0008186::H2_transcript),1.0,1.0,ADHIII (OG0008025::H2_transcript),SS2 (OG0008186::H2_transcript)
NA,SS2 (OG0008186::H2_transcript),1.0,1.0,NA,SS2 (OG0008186::H2_transcript)
NA,SS2 (OG0008186::H2_transcript),1.0,1.0,NA,SS2 (OG0008186::H2_transcript)
PHO1 (OG0004814::H1_transcript),SS2 (OG0008186::H2_transcript),1.0,1.0,PHO1 (OG0004814::H1_transcript),SS2 (OG0008186::H2_transcript)
BAM1 (OG0004988::H1_transcript),SS2 (OG0008186::H2_transcript),1.0,1.0,BAM1 (OG0004988::H1_transcript),SS2 (OG0008186::H2_transcript)
PIF1 (OG0006099::H2_transcript),SS2 (OG0008186::H2_transcript),1.0,1.0,PIF1 (OG0006099::H2_transcript),SS2 (OG0008186::H2_transcript)
GWD3 (OG0007193::H1_transcript),SS2 (OG0008186::H2_transcript),1.0,1.0,GWD3 (OG0007193::H1_transcript),SS2 (OG0008186::H2_transcript)
GAPC (OG0000484::H2_protein),SS2 (OG0008186::H2_transcript),1.0,1.0,GAPC (OG0000484::H2_protein),SS2 (OG0008186::H2_transcript)
FBA1 (OG0001274::H2_protein),SS2 (OG0008186::H2_transcript),1.0,1.0,FBA1 (OG0001274::H2_protein),SS2 (OG0008186::H2_transcript)
IPMS2 (OG0002400::H1_protein),SS2 (OG0008186::H2_transcript),1.0,1.0,IPMS2 (OG0002400::H1_protein),SS2 (OG0008186::H2_transcript)
PCK1 (OG0002610::H1_protein),SS2 (OG0008186::H2_transcript),1.0,1.0,PCK1 (OG0002610::H1_protein),SS2 (OG0008186::H2_transcript)
KAT1 (OG0002639::H2_protein),SS2 (OG0008186::H2_transcript),1.0,1.0,KAT1 (OG0002639::H2_protein),SS2 (OG0008186::H2_transcript)
At3g47520 (OG0004070::H2_protein),SS2 (OG0008186::H2_transcript),1.0,1.0,At3g47520 (OG0004070::H2_protein),SS2 (OG0008186::H2_transcript)
PGI1 (OG0005360::H2_protein),SS2 (OG0008186::H2_transcript),1.0,1.0,PGI1 (OG0005360::H2_protein),SS2 (OG0008186::H2_transcript)
GAPA (OG0006112::H2_protein),SS2 (OG0008186::H2_transcript),1.0,1.0,GAPA (OG0006112::H2_protein),SS2 (OG0008186::H2_transcript)
NA,SS2 (OG0008186::H2_transcript),1.0,1.0,NA,SS2 (OG0008186::H2_transcript)
PCK1 (OG0002610::H2_protein),SS2 (OG0008186::H2_transcript),1.0,1.0,PCK1 (OG0002610::H2_protein),SS2 (OG0008186::H2_transcript)
NA,SS2 (OG0008186::H2_transcript),1.0,1.0,NA,SS2 (OG0008186::H2_transcript)
NA,SS2 (OG0008186::H2_transcript),1.0,1.0,NA,SS2 (OG0008186::H2_transcript)
Asparagine,SS2 (OG0008186::H2_transcript),1.0,1.0,Asparagine,SS2 (OG0008186::H2_transcript)
Putresceine,SS2 (OG0008186::H2_transcript),1.0,1.0,Putresceine,SS2 (OG0008186::H2_transcript)
Succinate,SS2 (OG0008186::H2_transcript),1.0,1.0,Succinate,SS2 (OG0008186::H2_transcript)
MD1 (OG0001880::H2_transcript),GAPC (OG0000484::H1_protein),1.0,1.0,MD1 (OG0001880::H2_transcript),GAPC (OG0000484::H1_protein)
TFIIB2 (OG0001924::H1_transcript),GAPC (OG0000484::H1_protein),1.0,1.0,TFIIB2 (OG0001924::H1_transcript),GAPC (OG0000484::H1_protein)
RFS1 (OG0002029::H1_transcript),GAPC (OG0000484::H1_protein),1.0,1.0,RFS1 (OG0002029::H1_transcript),GAPC (OG0000484::H1_protein)
CTIMC (OG0003945::H1_transcript),GAPC (OG0000484::H1_protein),1.0,1.0,CTIMC (OG0003945::H1_transcript),GAPC (OG0000484::H1_protein)
GAPC (OG0000484::H2_protein),GAPC (OG0000484::H1_protein),1.0,1.0,GAPC (OG0000484::H2_protein),GAPC (OG0000484::H1_protein)
PCK1 (OG0002610::H1_protein),GAPC (OG0000484::H1_protein),1.0,1.0,PCK1 (OG0002610::H1_protein),GAPC (OG0000484::H1_protein)
PGI1 (OG0005360::H2_protein),GAPC (OG0000484::H1_protein),1.0,1.0,PGI1 (OG0005360::H2_protein),GAPC (OG0000484::H1_protein)
GAPA (OG0006112::H2_protein),GAPC (OG0000484::H1_protein),1.0,1.0,GAPA (OG0006112::H2_protein),GAPC (OG0000484::H1_protein)
NA,GAPC (OG0000484::H1_protein),1.0,1.0,NA,GAPC (OG0000484::H1_protein)
PCK1 (OG0002610::H2_protein),GAPC (OG0000484::H1_protein),1.0,1.0,PCK1 (OG0002610::H2_protein),GAPC (OG0000484::H1_protein)
NA,GAPC (OG0000484::H1_protein),1.0,1.0,NA,GAPC (OG0000484::H1_protein)
NA,GAPC (OG0000484::H1_protein),1.0,1.0,NA,GAPC (OG0000484::H1_protein)
Succinate,GAPC (OG0000484::H1_protein),1.0,1.0,Succinate,GAPC (OG0000484::H1_protein)
BGAL1 (OG0000198::H2_transcript),GAPC (OG0000484::H2_protein),1.0,1.0,BGAL1 (OG0000198::H2_transcript),GAPC (OG0000484::H2_protein)
ACO1 (OG0001386::H2_transcript),GAPC (OG0000484::H2_protein),1.0,1.0,ACO1 (OG0001386::H2_transcript),GAPC (OG0000484::H2_protein)
MD1 (OG0001880::H2_transcript),GAPC (OG0000484::H2_protein),1.0,1.0,MD1 (OG0001880::H2_transcript),GAPC (OG0000484::H2_protein)
TFIIB2 (OG0001924::H1_transcript),GAPC (OG0000484::H2_protein),1.0,1.0,TFIIB2 (OG0001924::H1_transcript),GAPC (OG0000484::H2_protein)
RFS1 (OG0002029::H1_transcript),GAPC (OG0000484::H2_protein),1.0,1.0,RFS1 (OG0002029::H1_transcript),GAPC (OG0000484::H2_protein)
RBCS (OG0002035::H1_transcript),GAPC (OG0000484::H2_protein),1.0,1.0,RBCS (OG0002035::H1_transcript),GAPC (OG0000484::H2_protein)
GDCST (OG0003754::H2_transcript),GAPC (OG0000484::H2_protein),1.0,1.0,GDCST (OG0003754::H2_transcript),GAPC (OG0000484::H2_protein)
WAXY (OG0003871::H1_transcript),GAPC (OG0000484::H2_protein),1.0,1.0,WAXY (OG0003871::H1_transcript),GAPC (OG0000484::H2_protein)
CTIMC (OG0003945::H1_transcript),GAPC (OG0000484::H2_protein),1.0,1.0,CTIMC (OG0003945::H1_transcript),GAPC (OG0000484::H2_protein)
DJ1D (OG0007013::H2_transcript),GAPC (OG0000484::H2_protein),1.0,1.0,DJ1D (OG0007013::H2_transcript),GAPC (OG0000484::H2_protein)
ADHIII (OG0008025::H2_transcript),GAPC (OG0000484::H2_protein),1.0,1.0,ADHIII (OG0008025::H2_transcript),GAPC (OG0000484::H2_protein)
